时间,升力系数,,,,,,,,,
0,0,,,,,,,,% Model,Untitled.mph
0.2,-0.011127871,,,,,,,,% Version,COMSOL 5.6.0.401
0.4,-0.030881962,,,,,,,,% Date,"Oct 24 2023, 11:00"
0.6,0.001154242,,,,,,,,% Table,琛ㄦ牸 1 - 
0.8,-0.022035268,,,,,,,,% Parameter,Height
1,1.52E-04,,,,,,,,,
1.2,-0.032740838,,,,,,,,,
1.4,0.032531884,,,,,,,,,
1.6,-0.08858398,,,,,,,,,
1.8,0.128921012,,,,,,,,,
2,-0.237326664,,,,,,,,,
2.2,0.287120248,,,,,,,,,
2.4,-0.278004182,,,,,,,,,
2.6,0.058683789,,,,,,,,,
2.8,0.234408447,,,,,,,,,
3,-0.571953339,,,,,,,,,
3.2,0.717834856,,,,,,,,,
3.4,-0.693948036,,,,,,,,,
3.5,0.545689842,,,,,,,,,
3.52,0.718122856,,,,,,,,,
3.54,0.792648302,,,,,,,,,
3.56,0.759243035,,,,,,,,,
3.58,0.622703004,,,,,,,,,
3.6,0.401153121,,,,,,,,,
3.62,0.123063208,,,,,,,,,
3.64,-0.175648538,,,,,,,,,
3.66,-0.455422384,,,,,,,,,
3.68,-0.67881076,,,,,,,,,
3.7,-0.81430344,,,,,,,,,
3.72,-0.843424833,,,,,,,,,
3.74,-0.762214188,,,,,,,,,
3.76,-0.581420863,,,,,,,,,
3.78,-0.324617508,,,,,,,,,
3.8,-0.024199122,,,,,,,,,
3.82,0.280819353,,,,,,,,,
3.84,0.548723814,,,,,,,,,
3.86,0.742705741,,,,,,,,,
3.88,0.835494744,,,,,,,,,
3.9,0.814737309,,,,,,,,,
3.92,0.684352537,,,,,,,,,
3.94,0.461694998,,,,,,,,,
3.96,0.176011191,,,,,,,,,
3.98,-0.136283714,,,,,,,,,
4,-0.434663178,,,,,,,,,
4.02,-0.678642456,,,,,,,,,
4.04,-0.834754352,,,,,,,,,
4.06,-0.881953079,,,,,,,,,
4.08,-0.814086109,,,,,,,,,
4.1,-0.640625585,,,,,,,,,
4.12,-0.384017904,,,,,,,,,
4.14,-0.077238715,,,,,,,,,
4.16,0.240453261,,,,,,,,,
4.18,0.526550931,,,,,,,,,
4.2,0.741182942,,,,,,,,,
4.22,0.854773792,,,,,,,,,
4.24,0.852251726,,,,,,,,,
4.26,0.735418119,,,,,,,,,
4.28,0.520410744,,,,,,,,,
4.3,0.235011925,,,,,,,,,
4.32,-0.083799043,,,,,,,,,
4.34,-0.394947368,,,,,,,,,
4.36,-0.657253999,,,,,,,,,
4.38,-0.83435218,,,,,,,,,
4.4,-0.902454042,,,,,,,,,
4.42,-0.852940865,,,,,,,,,
4.44,-0.693083241,,,,,,,,,
4.46,-0.443982408,,,,,,,,,
4.48,-0.137117737,,,,,,,,,
4.5,0.187949611,,,,,,,,,
4.52,0.487987229,,,,,,,,,
4.54,0.722135904,,,,,,,,,
4.56,0.857624553,,,,,,,,,
4.58,0.876433635,,,,,,,,,
4.6,0.777643087,,,,,,,,,
4.62,0.575404204,,,,,,,,,
4.64,0.296352332,,,,,,,,,
4.66,-0.024034097,,,,,,,,,
4.68,-0.344261579,,,,,,,,,
4.7,-0.621941318,,,,,,,,,
4.72,-0.819589152,,,,,,,,,
4.74,-0.909967459,,,,,,,,,
4.76,-0.881718886,,,,,,,,,
4.78,-0.739419149,,,,,,,,,
4.8,-0.502026111,,,,,,,,,
4.82,-0.200080681,,,,,,,,,
4.84,0.128240996,,,,,,,,,
4.86,0.439599395,,,,,,,,,
4.88,0.691274473,,,,,,,,,
4.9,0.848639438,,,,,,,,,
4.92,0.890389529,,,,,,,,,
4.94,0.812462276,,,,,,,,,
4.96,0.62653141,,,,,,,,,
4.98,0.357234945,,,,,,,,,
5,0.039337143,,,,,,,,,
5.02,-0.286616116,,,,,,,,,
5.04,-0.577884333,,,,,,,,,
5.06,-0.794788654,,,,,,,,,
5.08,-0.907731368,,,,,,,,,
5.1,-0.902327259,,,,,,,,,
5.12,-0.780113549,,,,,,,,,
5.14,-0.557662826,,,,,,,,,
5.16,-0.263450206,,,,,,,,,
5.18,0.064735172,,,,,,,,,
5.2,0.384497141,,,,,,,,,
5.22,0.652421493,,,,,,,,,
5.24,0.830949798,,,,,,,,,
5.26,0.89624213,,,,,,,,,
5.28,0.840730904,,,,,,,,,
5.3,0.673494829,,,,,,,,,
5.32,0.416970664,,,,,,,,,
5.34,0.103888731,,,,,,,,,
5.36,-0.22503401,,,,,,,,,
5.38,-0.527428555,,,,,,,,,
5.4,-0.762696711,,,,,,,,,
5.42,-0.897941892,,,,,,,,,
5.44,-0.916182117,,,,,,,,,
5.46,-0.81547349,,,,,,,,,
5.48,-0.610107737,,,,,,,,,
5.5,-0.326543482,,,,,,,,,
5.52,-5.07E-04,,,,,,,,,
5.54,0.325332862,,,,,,,,,
5.56,0.607256887,,,,,,,,,
5.58,0.806455992,,,,,,,,,
5.6,0.895366567,,,,,,,,,
5.62,0.863326672,,,,,,,,,
5.64,0.71624372,,,,,,,,,
5.66,0.474431008,,,,,,,,,
5.68,0.169025636,,,,,,,,,
5.7,-0.161091307,,,,,,,,,
5.72,-0.472794749,,,,,,,,,
5.74,-0.724527458,,,,,,,,,
5.76,-0.881853032,,,,,,,,,
5.78,-0.923977667,,,,,,,,,
5.8,-0.846037969,,,,,,,,,
5.82,-0.659177529,,,,,,,,,
5.84,-0.387989549,,,,,,,,,
5.86,-0.066830223,,,,,,,,,
5.88,0.263240554,,,,,,,,,
5.9,0.55771939,,,,,,,,,
5.92,0.776110398,,,,,,,,,
5.94,0.88852167,,,,,,,,,
5.96,0.880447468,,,,,,,,,
5.98,0.754945982,,,,,,,,,
6,0.529374901,,,,,,,,,
6.02,0.233221161,,,,,,,,,
6.04,-0.095530897,,,,,,,,,
6.06,-0.41474167,,,,,,,,,
6.08,-0.681838612,,,,,,,,,
6.1,-0.860197734,,,,,,,,,
6.12,-0.926166941,,,,,,,,,
6.14,-0.871596375,,,,,,,,,
6.16,-0.704764993,,,,,,,,,
6.18,-0.447624812,,,,,,,,,
6.2,-0.132843379,,,,,,,,,
6.22,0.199031173,,,,,,,,,
6.24,0.504283998,,,,,,,,,
6.26,0.740991048,,,,,,,,,
6.28,0.876221949,,,,,,,,,
6.3,0.892425444,,,,,,,,,
6.32,0.789190272,,,,,,,,,
6.34,0.581472958,,,,,,,,,
6.36,0.296453918,,,,,,,,,
6.38,-0.029547795,,,,,,,,,
6.4,-0.354098124,,,,,,,,,
6.42,-0.634865416,,,,,,,,,
6.44,-0.833617019,,,,,,,,,
6.46,-0.923072956,,,,,,,,,
6.48,-0.892378825,,,,,,,,,
6.5,-0.746382572,,,,,,,,,
6.52,-0.504918338,,,,,,,,,
6.54,-0.198579721,,,,,,,,,
6.56,0.13375807,,,,,,,,,
6.58,0.447807512,,,,,,,,,
6.6,0.701219082,,,,,,,,,
6.62,0.858842497,,,,,,,,,
6.64,0.899334792,,,,,,,,,
6.66,0.819171822,,,,,,,,,
6.68,0.630223597,,,,,,,,,
6.7,0.357997811,,,,,,,,,
6.72,0.036982012,,,,,,,,,
6.74,-0.291708076,,,,,,,,,
6.76,-0.584467425,,,,,,,,,
6.78,-0.802205613,,,,,,,,,
6.8,-0.914935843,,,,,,,,,
6.82,-0.90834449,,,,,,,,,
6.84,-0.784280259,,,,,,,,,
6.86,-0.559469937,,,,,,,,,
6.88,-0.263174417,,,,,,,,,
6.9,0.067227398,,,,,,,,,
6.92,0.388835314,,,,,,,,,
6.94,0.657533027,,,,,,,,,
6.96,0.836379187,,,,,,,,,
6.98,0.901197259,,,,,,,,,
7,0.84459263,,,,,,,,,
